log_wage,years_of_schooling,year_of_birth,quarter_of_birth,state_of_birth
5.812119,12.0,30.0,3.0,36.0
5.916876,12.0,30.0,3.0,42.0
5.354861,12.0,30.0,3.0,36.0
4.739594,20.0,30.0,3.0,36.0
5.664895,9.0,30.0,3.0,36.0
5.604458,10.0,30.0,3.0,36.0
6.109942,8.0,30.0,3.0,36.0
5.953568,5.0,30.0,3.0,36.0
5.847161,12.0,30.0,3.0,36.0
4.903136,8.0,30.0,3.0,36.0
5.308363,12.0,30.0,3.0,36.0
1.832581,16.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,36.0
4.566949,11.0,30.0,3.0,36.0
4.788293,10.0,30.0,3.0,36.0
5.847161,10.0,30.0,3.0,36.0
5.55809,12.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,36.0
6.238371,18.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,36.0
6.99751,16.0,30.0,3.0,36.0
6.097075,12.0,30.0,3.0,36.0
6.100991,12.0,30.0,3.0,36.0
6.130599,12.0,30.0,3.0,36.0
5.317837,19.0,30.0,3.0,36.0
6.480074,15.0,30.0,3.0,36.0
5.952744,7.0,30.0,3.0,36.0
5.80113,12.0,30.0,3.0,25.0
5.859717,12.0,30.0,3.0,36.0
5.664895,12.0,30.0,3.0,36.0
6.001272,7.0,30.0,3.0,36.0
6.175587,12.0,30.0,3.0,36.0
6.175587,12.0,30.0,3.0,36.0
5.480238,8.0,30.0,3.0,36.0
6.39066,16.0,30.0,3.0,36.0
5.952494,9.0,30.0,3.0,20.0
5.664895,12.0,30.0,3.0,36.0
6.047781,10.0,30.0,3.0,36.0
5.704103,10.0,30.0,3.0,36.0
6.948777,12.0,30.0,3.0,36.0
5.095989,12.0,30.0,3.0,36.0
5.658879,12.0,30.0,3.0,36.0
5.416656,8.0,30.0,3.0,36.0
6.637205,14.0,30.0,3.0,36.0
6.213261,16.0,30.0,3.0,36.0
6.186327,12.0,30.0,3.0,36.0
6.092223,10.0,30.0,3.0,36.0
6.233845,19.0,30.0,3.0,36.0
5.631005,14.0,30.0,3.0,36.0
6.192638,14.0,30.0,3.0,36.0
5.874553,12.0,30.0,3.0,36.0
6.645516,19.0,30.0,3.0,36.0
5.595926,14.0,30.0,3.0,36.0
5.481039,10.0,30.0,3.0,36.0
5.907447,8.0,30.0,3.0,42.0
6.645516,13.0,30.0,3.0,36.0
5.88957,16.0,30.0,3.0,36.0
5.237107,12.0,30.0,3.0,36.0
6.153346,16.0,30.0,3.0,36.0
5.8527,12.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,42.0
7.050939,18.0,30.0,3.0,34.0
6.047781,12.0,30.0,3.0,36.0
5.847161,12.0,30.0,3.0,25.0
5.790019,12.0,30.0,3.0,36.0
5.259597,12.0,30.0,3.0,36.0
6.583914,13.0,30.0,3.0,36.0
5.453361,19.0,30.0,3.0,36.0
6.2148,12.0,30.0,3.0,42.0
5.68392,16.0,30.0,3.0,36.0
5.988817,16.0,30.0,3.0,36.0
5.954491,16.0,30.0,3.0,36.0
6.047781,20.0,30.0,3.0,36.0
6.763285,16.0,30.0,3.0,36.0
6.252534,12.0,30.0,3.0,36.0
6.047781,13.0,30.0,3.0,36.0
6.134774,16.0,30.0,3.0,51.0
6.645516,11.0,30.0,3.0,36.0
5.901214,12.0,30.0,3.0,36.0
5.729413,14.0,30.0,3.0,36.0
5.847161,12.0,30.0,3.0,36.0
5.932296,12.0,30.0,3.0,34.0
5.991777,12.0,30.0,3.0,36.0
6.252534,15.0,30.0,3.0,36.0
6.512002,12.0,30.0,3.0,36.0
5.874553,10.0,30.0,3.0,36.0
5.664895,18.0,30.0,3.0,36.0
5.835991,12.0,30.0,3.0,36.0
4.924533,13.0,30.0,3.0,36.0
5.72678,19.0,30.0,3.0,6.0
5.154292,11.0,30.0,3.0,36.0
6.007353,12.0,30.0,3.0,36.0
5.824695,16.0,30.0,3.0,36.0
6.357876,12.0,30.0,3.0,36.0
5.297796,12.0,30.0,3.0,34.0
5.847161,12.0,30.0,3.0,36.0
5.798218,12.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,25.0
6.328115,9.0,30.0,3.0,36.0
6.763285,16.0,30.0,3.0,36.0
6.252534,14.0,30.0,3.0,36.0
6.2148,17.0,30.0,3.0,36.0
5.762596,9.0,30.0,3.0,45.0
6.327422,16.0,30.0,3.0,36.0
5.154292,12.0,30.0,3.0,36.0
5.808662,16.0,30.0,3.0,25.0
7.205078,18.0,30.0,3.0,9.0
6.047781,10.0,30.0,3.0,36.0
5.911682,20.0,30.0,3.0,36.0
6.684737,19.0,30.0,3.0,42.0
6.357876,16.0,30.0,3.0,36.0
4.970144,12.0,30.0,3.0,34.0
5.354861,20.0,30.0,3.0,36.0
6.763285,16.0,30.0,3.0,27.0
5.390563,12.0,30.0,3.0,36.0
6.175587,16.0,30.0,3.0,36.0
7.274,18.0,30.0,3.0,36.0
6.945588,20.0,30.0,3.0,36.0
3.749504,18.0,30.0,3.0,36.0
6.963936,20.0,30.0,3.0,36.0
5.595926,16.0,30.0,3.0,36.0
6.049597,12.0,30.0,3.0,36.0
5.991715,16.0,30.0,3.0,36.0
6.422404,14.0,30.0,3.0,36.0
6.288895,20.0,30.0,3.0,36.0
6.69905,16.0,30.0,3.0,36.0
4.606419,12.0,30.0,3.0,36.0
5.259597,12.0,30.0,3.0,42.0
5.73542,10.0,30.0,3.0,36.0
7.067467,19.0,30.0,3.0,36.0
7.313387,16.0,30.0,3.0,36.0
5.441835,11.0,30.0,3.0,6.0
5.50008,12.0,30.0,3.0,36.0
6.740815,20.0,30.0,3.0,42.0
5.952494,19.0,30.0,3.0,15.0
5.861135,12.0,30.0,3.0,36.0
5.991715,8.0,30.0,3.0,36.0
5.952494,14.0,30.0,3.0,36.0
6.070249,16.0,30.0,3.0,36.0
5.441835,16.0,30.0,3.0,9.0
5.503806,11.0,30.0,3.0,36.0
5.723145,12.0,30.0,3.0,36.0
6.17158,12.0,30.0,3.0,36.0
6.032537,5.0,30.0,3.0,36.0
6.235011,9.0,30.0,3.0,36.0
5.036578,12.0,30.0,3.0,36.0
6.175587,12.0,30.0,3.0,36.0
5.847161,12.0,30.0,3.0,36.0
6.32398,13.0,30.0,3.0,36.0
6.628372,13.0,30.0,3.0,36.0
6.868635,12.0,30.0,3.0,36.0
5.664895,16.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,36.0
5.481056,10.0,30.0,3.0,36.0
5.886382,11.0,30.0,3.0,36.0
5.991715,9.0,30.0,3.0,36.0
6.092223,12.0,30.0,3.0,36.0
5.76802,10.0,30.0,3.0,36.0
5.363907,10.0,30.0,3.0,36.0
5.879942,18.0,30.0,3.0,36.0
6.194209,10.0,30.0,3.0,36.0
5.874553,12.0,30.0,3.0,36.0
6.047781,16.0,30.0,3.0,36.0
6.166347,12.0,30.0,3.0,36.0
5.779593,10.0,30.0,3.0,36.0
6.2148,12.0,30.0,3.0,36.0
5.354861,10.0,30.0,3.0,36.0
6.542666,16.0,30.0,3.0,36.0
5.442251,14.0,30.0,3.0,36.0
5.664895,16.0,30.0,3.0,36.0
5.900687,12.0,30.0,3.0,36.0
5.835991,12.0,30.0,3.0,36.0
6.047781,12.0,30.0,3.0,36.0
5.952494,19.0,30.0,3.0,36.0
5.664895,11.0,30.0,3.0,36.0
6.357876,12.0,30.0,3.0,36.0
6.134774,12.0,30.0,3.0,36.0
6.237235,10.0,30.0,3.0,24.0
5.373292,9.0,30.0,3.0,36.0
6.001272,12.0,30.0,3.0,36.0
6.15048,20.0,30.0,3.0,36.0
6.252534,20.0,30.0,3.0,36.0
7.130976,12.0,30.0,3.0,36.0
6.047781,12.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,36.0
3.230348,16.0,30.0,3.0,42.0
5.847161,12.0,30.0,3.0,36.0
5.790019,12.0,30.0,3.0,36.0
5.824126,12.0,30.0,3.0,36.0
5.886382,12.0,30.0,3.0,36.0
7.130976,20.0,30.0,3.0,28.0
6.451523,9.0,30.0,3.0,36.0
6.123874,17.0,30.0,3.0,36.0
6.047781,14.0,30.0,3.0,36.0
6.288895,7.0,30.0,3.0,36.0
5.991715,19.0,30.0,3.0,36.0
6.171179,16.0,30.0,3.0,36.0
6.252534,12.0,30.0,3.0,36.0
6.214808,12.0,30.0,3.0,36.0
6.763285,8.0,30.0,3.0,36.0
3.490077,12.0,30.0,3.0,36.0
7.274,16.0,30.0,3.0,36.0
6.288895,12.0,30.0,3.0,36.0
6.254021,12.0,30.0,3.0,36.0
6.116698,14.0,30.0,3.0,36.0
5.901214,12.0,30.0,3.0,36.0
5.790019,11.0,30.0,3.0,36.0
7.274,17.0,30.0,3.0,36.0
7.130976,20.0,30.0,3.0,42.0
7.274,16.0,30.0,3.0,36.0
5.9739,10.0,30.0,3.0,36.0
5.214622,11.0,30.0,3.0,36.0
6.158241,12.0,30.0,3.0,36.0
6.512002,20.0,30.0,3.0,42.0
6.698576,10.0,30.0,3.0,36.0
5.952494,15.0,30.0,3.0,36.0
6.357876,12.0,30.0,3.0,36.0
6.999651,16.0,30.0,3.0,36.0
5.729413,16.0,30.0,3.0,36.0
5.847161,12.0,30.0,3.0,36.0
6.465516,17.0,30.0,3.0,36.0
6.357876,16.0,30.0,3.0,36.0
5.952494,14.0,30.0,3.0,36.0
5.843266,12.0,30.0,3.0,36.0
6.2148,12.0,30.0,3.0,36.0
6.001272,16.0,30.0,3.0,36.0
5.92381,12.0,30.0,3.0,36.0
6.396449,16.0,30.0,3.0,17.0
5.952494,12.0,30.0,3.0,36.0
6.512002,14.0,30.0,3.0,36.0
6.290562,18.0,30.0,3.0,36.0
6.357876,12.0,30.0,3.0,36.0
6.092223,14.0,30.0,3.0,36.0
6.32398,17.0,30.0,3.0,36.0
5.991705,11.0,30.0,3.0,36.0
6.175587,12.0,30.0,3.0,36.0
7.274,16.0,30.0,3.0,36.0
5.991715,9.0,30.0,3.0,36.0
7.274,18.0,30.0,3.0,36.0
6.183925,14.0,30.0,3.0,36.0
6.047781,16.0,30.0,3.0,36.0
5.847161,12.0,30.0,3.0,36.0
5.952494,10.0,30.0,3.0,36.0
6.39066,14.0,30.0,3.0,36.0
6.067579,12.0,30.0,3.0,36.0
5.860403,12.0,30.0,3.0,36.0
6.195386,16.0,30.0,3.0,36.0
6.587894,19.0,30.0,3.0,36.0
5.952494,12.0,30.0,3.0,36.0
5.874553,5.0,30.0,3.0,36.0
7.142333,12.0,30.0,3.0,36.0
6.445879,17.0,30.0,3.0,36.0
6.070249,11.0,30.0,3.0,36.0
6.175587,2.0,30.0,3.0,36.0
6.086119,12.0,30.0,3.0,36.0
7.130976,14.0,30.0,3.0,36.0
6.512002,19.0,30.0,3.0,36.0
6.586344,18.0,30.0,3.0,36.0
6.047781,10.0,30.0,3.0,36.0
6.39066,13.0,30.0,3.0,36.0
6.07424,16.0,30.0,3.0,36.0
5.559572,12.0,30.0,3.0,36.0
6.310093,12.0,30.0,3.0,36.0
6.092223,9.0,30.0,3.0,36.0
5.229153,10.0,30.0,3.0,36.0
7.274,18.0,30.0,3.0,9.0
6.907855,16.0,30.0,3.0,36.0
6.11797,16.0,30.0,3.0,36.0
5.664895,12.0,30.0,3.0,36.0
7.274,16.0,30.0,3.0,36.0
6.32398,12.0,30.0,3.0,36.0
6.622762,17.0,30.0,3.0,36.0
6.134774,12.0,30.0,3.0,36.0
7.333423,18.0,30.0,3.0,36.0
6.109525,12.0,30.0,3.0,36.0
6.162707,17.0,30.0,3.0,36.0
6.453171,12.0,30.0,3.0,36.0
5.299567,11.0,30.0,3.0,36.0
5.830359,13.0,30.0,3.0,36.0
6.354872,13.0,30.0,3.0,36.0
6.047781,12.0,30.0,3.0,36.0
6.047781,12.0,30.0,3.0,36.0
5.835991,12.0,30.0,3.0,36.0
6.134774,10.0,30.0,3.0,36.0
6.422404,15.0,30.0,3.0,34.0
5.901214,12.0,30.0,3.0,36.0
6.390983,12.0,30.0,3.0,36.0
6.32398,18.0,30.0,3.0,36.0
6.397096,20.0,30.0,3.0,36.0
6.032537,12.0,30.0,3.0,36.0
5.521845,12.0,30.0,3.0,36.0
7.274,17.0,30.0,3.0,17.0
5.952494,11.0,30.0,3.0,36.0
6.483019,12.0,30.0,3.0,36.0
7.274,20.0,30.0,3.0,36.0
6.666786,16.0,30.0,3.0,36.0
6.134774,12.0,30.0,3.0,36.0
6.053672,11.0,30.0,3.0,36.0
5.298817,12.0,30.0,3.0,36.0
6.6943,18.0,30.0,3.0,36.0
6.422404,14.0,30.0,3.0,36.0
6.085244,12.0,30.0,3.0,36.0
6.422404,15.0,30.0,3.0,36.0
6.512002,16.0,30.0,3.0,36.0
6.047781,12.0,30.0,3.0,36.0
5.582086,12.0,30.0,3.0,9.0
6.175587,12.0,30.0,3.0,36.0
6.222843,12.0,30.0,3.0,34.0
6.357876,12.0,30.0,3.0,9.0
5.559572,12.0,30.0,3.0,36.0
6.740815,19.0,30.0,3.0,36.0
5.927182,10.0,30.0,3.0,36.0
5.245268,12.0,30.0,3.0,25.0
5.723521,11.0,30.0,3.0,36.0
6.768162,19.0,30.0,3.0,36.0
5.858208,12.0,30.0,3.0,36.0
6.442203,16.0,30.0,3.0,25.0
6.022236,13.0,30.0,3.0,36.0
6.512002,18.0,30.0,3.0,36.0
5.729725,10.0,30.0,3.0,36.0
6.175587,15.0,30.0,3.0,34.0
6.386721,12.0,30.0,3.0,36.0
6.068268,12.0,30.0,3.0,36.0
6.674272,16.0,30.0,3.0,23.0
6.175587,12.0,30.0,3.0,36.0
6.134774,9.0,30.0,3.0,36.0
5.090086,12.0,30.0,3.0,36.0
6.092223,14.0,30.0,3.0,36.0
6.422404,12.0,30.0,3.0,36.0
5.952494,14.0,30.0,3.0,36.0
6.377675,16.0,30.0,3.0,36.0
5.729413,14.0,30.0,3.0,36.0
6.051863,10.0,30.0,3.0,36.0
6.252534,11.0,30.0,3.0,36.0
6.6943,16.0,30.0,3.0,36.0
6.167557,12.0,30.0,3.0,36.0
5.991964,12.0,30.0,3.0,36.0
6.483166,16.0,30.0,3.0,36.0
6.042313,12.0,30.0,3.0,36.0
4.476389,14.0,30.0,3.0,36.0
6.23587,13.0,30.0,3.0,36.0
6.288895,12.0,30.0,3.0,36.0
6.175587,9.0,30.0,3.0,36.0
6.175587,13.0,30.0,3.0,36.0
6.422404,12.0,30.0,3.0,36.0
6.512002,13.0,30.0,3.0,36.0
6.236106,16.0,30.0,3.0,36.0
6.254383,12.0,30.0,3.0,36.0
5.308363,13.0,30.0,3.0,36.0
6.317061,12.0,30.0,3.0,36.0
6.461624,13.0,30.0,3.0,36.0
5.952494,13.0,30.0,3.0,36.0
6.468206,18.0,30.0,3.0,34.0
3.365304,12.0,30.0,3.0,36.0
6.645516,18.0,30.0,3.0,36.0
5.678136,14.0,30.0,3.0,36.0
5.617121,12.0,30.0,3.0,39.0
5.13975,12.0,30.0,3.0,8.0
6.868635,13.0,30.0,3.0,6.0
5.441835,8.0,30.0,3.0,4.0
6.029436,20.0,30.0,3.0,53.0
5.942446,11.0,30.0,3.0,48.0
5.749615,14.0,30.0,3.0,5.0
5.521845,16.0,30.0,3.0,20.0
6.717828,15.0,30.0,3.0,40.0
5.775586,12.0,30.0,3.0,6.0
5.927204,14.0,30.0,3.0,35.0
4.999462,8.0,30.0,3.0,17.0
6.494423,18.0,30.0,3.0,18.0
5.259597,12.0,30.0,3.0,29.0
5.790019,8.0,30.0,3.0,21.0
6.357876,14.0,30.0,3.0,31.0
6.134774,12.0,30.0,3.0,5.0
6.092223,11.0,30.0,3.0,29.0
6.601047,12.0,30.0,3.0,5.0
5.879942,12.0,30.0,3.0,48.0
5.931786,9.0,30.0,3.0,35.0
5.664895,15.0,30.0,3.0,34.0
6.175587,15.0,30.0,3.0,26.0
6.756811,12.0,30.0,3.0,6.0
6.092223,12.0,30.0,3.0,34.0
6.224178,12.0,30.0,3.0,26.0
5.952494,14.0,30.0,3.0,18.0
6.357876,14.0,30.0,3.0,17.0
4.697855,10.0,30.0,3.0,54.0
6.175587,8.0,30.0,3.0,21.0
6.047781,18.0,30.0,3.0,26.0
5.165335,6.0,30.0,3.0,35.0
6.495295,17.0,30.0,3.0,17.0
6.667048,12.0,30.0,3.0,21.0
5.441835,8.0,30.0,3.0,18.0
5.952494,12.0,30.0,3.0,51.0
5.441835,16.0,30.0,3.0,42.0
6.191458,12.0,30.0,3.0,4.0
6.301828,12.0,30.0,3.0,55.0
6.512002,20.0,30.0,3.0,6.0
6.086119,12.0,30.0,3.0,4.0
5.402818,12.0,30.0,3.0,29.0
5.952494,9.0,30.0,3.0,39.0
6.047781,8.0,30.0,3.0,4.0
5.953847,9.0,30.0,3.0,53.0
5.990262,13.0,30.0,3.0,36.0
5.354861,15.0,30.0,3.0,17.0
5.952494,11.0,30.0,3.0,56.0
6.092223,12.0,30.0,3.0,20.0
7.274,14.0,30.0,3.0,36.0
5.743681,14.0,30.0,3.0,40.0
6.357876,14.0,30.0,3.0,46.0
6.252534,16.0,30.0,3.0,16.0
6.175587,11.0,30.0,3.0,39.0
6.827817,15.0,30.0,3.0,8.0
5.918946,12.0,30.0,3.0,39.0
6.254021,13.0,30.0,3.0,4.0
5.441835,10.0,30.0,3.0,4.0
5.154292,13.0,30.0,3.0,18.0
6.645516,16.0,30.0,3.0,36.0
6.431734,12.0,30.0,3.0,32.0
6.001272,12.0,30.0,3.0,29.0
5.617121,14.0,30.0,3.0,26.0
5.952744,14.0,30.0,3.0,42.0
5.664895,12.0,30.0,3.0,27.0
5.282115,12.0,30.0,3.0,5.0
5.993146,15.0,30.0,3.0,6.0
5.676161,16.0,30.0,3.0,26.0
5.935346,14.0,30.0,3.0,42.0
5.901214,17.0,30.0,3.0,6.0
6.540169,12.0,30.0,3.0,29.0
5.606579,12.0,30.0,3.0,18.0
6.827817,13.0,30.0,3.0,6.0
6.422404,16.0,30.0,3.0,19.0
5.760175,15.0,30.0,3.0,17.0
6.540169,13.0,30.0,3.0,19.0
6.175587,16.0,30.0,3.0,23.0
5.890102,14.0,30.0,3.0,47.0
5.979645,12.0,30.0,3.0,26.0
5.952494,12.0,30.0,3.0,17.0
6.564859,16.0,30.0,3.0,19.0
6.404022,18.0,30.0,3.0,40.0
6.868635,12.0,30.0,3.0,42.0
6.3485,17.0,30.0,3.0,35.0
5.551393,12.0,30.0,3.0,40.0
6.015453,12.0,30.0,3.0,29.0
5.664895,12.0,30.0,3.0,46.0
6.175587,15.0,30.0,3.0,8.0
5.963431,12.0,30.0,3.0,39.0
5.46929,18.0,30.0,3.0,4.0
5.818998,12.0,30.0,3.0,26.0
4.967728,12.0,30.0,3.0,36.0
5.412247,18.0,30.0,3.0,4.0
6.512002,16.0,30.0,3.0,27.0
6.2148,16.0,30.0,3.0,40.0
5.615344,12.0,30.0,3.0,16.0
5.901214,12.0,30.0,3.0,20.0
5.952494,16.0,30.0,3.0,48.0
5.441835,12.0,30.0,3.0,16.0
5.48264,12.0,30.0,3.0,5.0
4.566949,12.0,30.0,3.0,30.0
6.175587,15.0,30.0,3.0,55.0
5.255758,18.0,30.0,3.0,49.0
5.27425,12.0,30.0,3.0,19.0
6.092223,12.0,30.0,3.0,6.0
5.847161,12.0,30.0,3.0,20.0
5.847161,12.0,30.0,3.0,40.0
5.120409,11.0,30.0,3.0,16.0
5.165335,16.0,30.0,3.0,16.0
6.195386,18.0,30.0,3.0,49.0
6.159461,8.0,30.0,3.0,16.0
6.434824,17.0,30.0,3.0,17.0
3.547072,12.0,30.0,3.0,16.0
5.983015,14.0,30.0,3.0,6.0
5.847161,13.0,30.0,3.0,46.0
6.288895,16.0,30.0,3.0,17.0
5.298817,12.0,30.0,3.0,29.0
5.847161,12.0,30.0,3.0,29.0
5.661557,10.0,30.0,3.0,16.0
6.070249,16.0,30.0,3.0,16.0
6.175587,12.0,30.0,3.0,29.0
5.927259,15.0,30.0,3.0,56.0
6.2148,12.0,30.0,3.0,16.0
6.531802,18.0,30.0,3.0,36.0
6.047781,20.0,30.0,3.0,39.0
5.768621,14.0,30.0,3.0,9.0
6.594229,10.0,30.0,3.0,29.0
5.921846,19.0,30.0,3.0,36.0
7.067467,16.0,30.0,3.0,35.0
5.595926,11.0,30.0,3.0,9.0
6.540169,16.0,30.0,3.0,42.0
6.357876,12.0,30.0,3.0,9.0
7.274,16.0,30.0,3.0,36.0
6.868635,16.0,30.0,3.0,36.0
6.172266,12.0,30.0,3.0,9.0
2.493205,14.0,30.0,3.0,36.0
6.567565,16.0,30.0,3.0,36.0
6.366834,12.0,30.0,3.0,9.0
7.233247,16.0,30.0,3.0,36.0
6.40792,19.0,30.0,3.0,36.0
6.473267,12.0,30.0,3.0,9.0
7.07563,16.0,30.0,3.0,9.0
4.807326,20.0,30.0,3.0,26.0
6.047781,12.0,30.0,3.0,9.0
5.298942,8.0,30.0,3.0,9.0
7.050939,16.0,30.0,3.0,42.0
6.087002,12.0,30.0,3.0,9.0
6.678947,20.0,30.0,3.0,6.0
6.907857,18.0,30.0,3.0,42.0
6.104321,12.0,30.0,3.0,50.0
5.666427,11.0,30.0,3.0,23.0
5.441835,12.0,30.0,3.0,9.0
6.005073,12.0,30.0,3.0,9.0
6.2148,12.0,30.0,3.0,9.0
5.48264,16.0,30.0,3.0,36.0
4.706146,20.0,30.0,3.0,36.0
6.378002,17.0,30.0,3.0,9.0
5.847161,8.0,30.0,3.0,9.0
6.096561,12.0,30.0,3.0,9.0
6.001272,12.0,30.0,3.0,9.0
6.512002,20.0,30.0,3.0,29.0
5.586624,12.0,30.0,3.0,9.0
5.729413,12.0,30.0,3.0,9.0
6.512002,12.0,30.0,3.0,9.0
6.33366,18.0,30.0,3.0,9.0
5.687399,12.0,30.0,3.0,9.0
5.595926,8.0,30.0,3.0,9.0
6.948677,16.0,30.0,3.0,9.0
6.2148,12.0,30.0,3.0,9.0
5.336521,20.0,30.0,3.0,17.0
3.752441,17.0,30.0,3.0,9.0
6.512002,12.0,30.0,3.0,9.0
6.047781,10.0,30.0,3.0,34.0
5.354861,13.0,30.0,3.0,9.0
6.763285,13.0,30.0,3.0,17.0
5.021685,12.0,30.0,3.0,9.0
5.901214,12.0,30.0,3.0,9.0
5.736262,12.0,30.0,3.0,9.0
6.512002,16.0,30.0,3.0,39.0
6.175587,14.0,30.0,3.0,25.0
5.154292,12.0,30.0,3.0,9.0
6.282087,10.0,30.0,3.0,9.0
5.745527,12.0,30.0,3.0,36.0
6.2148,10.0,30.0,3.0,9.0
6.706133,16.0,30.0,3.0,25.0
6.2148,16.0,30.0,3.0,9.0
5.720627,10.0,30.0,3.0,9.0
6.288895,12.0,30.0,3.0,23.0
5.704116,12.0,30.0,3.0,42.0
6.544603,16.0,30.0,3.0,44.0
6.150403,6.0,30.0,3.0,9.0
6.047781,12.0,30.0,3.0,29.0
6.235011,12.0,30.0,3.0,9.0
5.934674,14.0,30.0,3.0,9.0
5.889038,12.0,30.0,3.0,25.0
5.909584,10.0,30.0,3.0,50.0
5.441835,10.0,30.0,3.0,9.0
6.03262,17.0,30.0,3.0,25.0
5.952494,12.0,30.0,3.0,25.0
4.570937,9.0,30.0,3.0,9.0
6.278124,12.0,30.0,3.0,9.0
6.422404,16.0,30.0,3.0,25.0
6.219978,7.0,30.0,3.0,9.0
6.848434,19.0,30.0,3.0,33.0
5.595926,10.0,30.0,3.0,9.0
6.763285,16.0,30.0,3.0,25.0
6.001272,13.0,30.0,3.0,9.0
5.664895,12.0,30.0,3.0,9.0
6.587894,13.0,30.0,3.0,36.0
6.001272,12.0,30.0,3.0,9.0
6.023401,12.0,30.0,3.0,9.0
6.831974,18.0,30.0,3.0,25.0
6.375385,16.0,30.0,3.0,25.0
6.288895,17.0,30.0,3.0,9.0
5.927182,13.0,30.0,3.0,9.0
6.019201,12.0,30.0,3.0,9.0
6.175587,12.0,30.0,3.0,9.0
5.710491,16.0,30.0,3.0,9.0
6.144052,12.0,30.0,3.0,9.0
6.009805,8.0,30.0,3.0,36.0
6.214808,10.0,30.0,3.0,9.0
6.395308,18.0,30.0,3.0,23.0
6.464319,16.0,30.0,3.0,25.0
5.664895,10.0,30.0,3.0,9.0
5.895409,12.0,30.0,3.0,9.0
5.952494,16.0,30.0,3.0,25.0
6.475936,12.0,30.0,3.0,23.0
6.024797,12.0,30.0,3.0,9.0
5.729413,12.0,30.0,3.0,9.0
5.036578,8.0,30.0,3.0,9.0
6.311957,16.0,30.0,3.0,9.0
5.259597,12.0,30.0,3.0,9.0
5.664895,10.0,30.0,3.0,9.0
6.540169,16.0,30.0,3.0,18.0
5.595926,12.0,30.0,3.0,9.0
6.134774,12.0,30.0,3.0,25.0
5.790019,12.0,30.0,3.0,9.0
4.961011,16.0,30.0,3.0,9.0
6.2148,12.0,30.0,3.0,9.0
5.976204,12.0,30.0,3.0,9.0
6.034975,15.0,30.0,3.0,23.0
6.645516,15.0,30.0,3.0,25.0
5.441835,18.0,30.0,3.0,36.0
5.441835,12.0,30.0,3.0,36.0
5.354861,7.0,30.0,3.0,9.0
6.047781,12.0,30.0,3.0,9.0
6.191458,19.0,30.0,3.0,34.0
6.001272,2.0,30.0,3.0,9.0
5.036578,9.0,30.0,3.0,9.0
2.273315,8.0,30.0,3.0,9.0
5.131831,12.0,30.0,3.0,54.0
6.139615,20.0,30.0,3.0,25.0
5.986606,12.0,30.0,3.0,9.0
7.130976,12.0,30.0,3.0,36.0
5.991777,12.0,30.0,3.0,28.0
3.222715,9.0,30.0,3.0,1.0
5.901214,13.0,30.0,3.0,47.0
5.663308,12.0,30.0,3.0,1.0
6.001272,12.0,30.0,3.0,1.0
6.512002,17.0,30.0,3.0,1.0
5.259597,3.0,30.0,3.0,1.0
6.398051,12.0,30.0,3.0,18.0
6.252534,8.0,30.0,3.0,1.0
7.047735,12.0,30.0,3.0,1.0
5.952494,9.0,30.0,3.0,1.0
5.948257,14.0,30.0,3.0,1.0
5.697022,12.0,30.0,3.0,1.0
5.153444,10.0,30.0,3.0,1.0
6.134774,13.0,30.0,3.0,19.0
5.606579,14.0,30.0,3.0,1.0
5.259597,14.0,30.0,3.0,1.0
4.117003,12.0,30.0,3.0,1.0
5.441835,4.0,30.0,3.0,1.0
6.828233,16.0,30.0,3.0,29.0
6.134774,16.0,30.0,3.0,13.0
6.763285,16.0,30.0,3.0,1.0
5.729413,13.0,30.0,3.0,1.0
6.175587,13.0,30.0,3.0,47.0
6.381914,16.0,30.0,3.0,47.0
6.512002,12.0,30.0,3.0,12.0
6.239504,12.0,30.0,3.0,1.0
5.991945,8.0,30.0,3.0,1.0
6.453171,12.0,30.0,3.0,36.0
4.909292,6.0,30.0,3.0,1.0
5.24753,9.0,30.0,3.0,1.0
5.372872,8.0,30.0,3.0,1.0
5.991777,8.0,30.0,3.0,1.0
6.2148,8.0,30.0,3.0,1.0
5.818998,16.0,30.0,3.0,55.0
5.610106,12.0,30.0,3.0,48.0
5.259597,12.0,30.0,3.0,1.0
6.252534,12.0,30.0,3.0,1.0
6.2148,12.0,30.0,3.0,42.0
6.621226,12.0,30.0,3.0,5.0
5.664895,8.0,30.0,3.0,1.0
5.901214,16.0,30.0,3.0,1.0
6.357876,20.0,30.0,3.0,1.0
6.175587,11.0,30.0,3.0,1.0
5.952494,12.0,30.0,3.0,1.0
7.274,20.0,30.0,3.0,1.0
6.311957,12.0,30.0,3.0,1.0
6.175587,12.0,30.0,3.0,13.0
6.22208,12.0,30.0,3.0,1.0
5.710491,8.0,30.0,3.0,1.0
6.001748,12.0,30.0,3.0,1.0
5.354861,12.0,30.0,3.0,25.0
6.2148,12.0,30.0,3.0,1.0
6.134774,16.0,30.0,3.0,1.0
5.847161,12.0,30.0,3.0,1.0
